PF02792	PF02792	PF15620	PF15620	0.0578552559936856	
PF00097	PF00097	PF05964	PF05964	0.0	
PF05964	PF05964	PF13639	PF13639	0.0	
PF05964	PF05964	PF13920	PF13920	0.0	
PF05964	PF05964	PF13445	PF13445	0.0	
PF00856	PF00856	PF16207	PF16207	0.0023482664194168	
PF00856	PF00856	PF13923	PF13923	0.0	
PF00097	PF00097	PF00856	PF00856	0.0	
PF00856	PF00856	PF13639	PF13639	0.0	
PF00856	PF00856	PF13920	PF13920	0.0	
PF00856	PF00856	PF13445	PF13445	0.0	
PF13771	PF13771	PF16207	PF16207	0.0032239097075537	
PF13771	PF13771	PF13923	PF13923	0.0	
PF00097	PF00097	PF13771	PF13771	0.0	
PF13639	PF13639	PF13771	PF13771	0.0	
PF13771	PF13771	PF13920	PF13920	0.0	
PF13445	PF13445	PF13771	PF13771	0.0	
PF13832	PF13832	PF16207	PF16207	0.0033609641347133	
PF13832	PF13832	PF13923	PF13923	0.0	
PF00097	PF00097	PF13832	PF13832	0.0	
PF13639	PF13639	PF13832	PF13832	0.0	
PF13832	PF13832	PF13920	PF13920	0.0	
PF13445	PF13445	PF13832	PF13832	0.0	
PF00149	PF00149	PF13281	PF13281	0.0	
PF08321	PF08321	PF13281	PF13281	0.0341580380971771	
PF00515	PF00515	PF13281	PF13281	0.0	
PF07719	PF07719	PF13281	PF13281	0.0	
PF13281	PF13281	PF13414	PF13414	0.0	
PF13281	PF13281	PF13432	PF13432	0.0	
PF13181	PF13181	PF13281	PF13281	0.0	
PF13281	PF13281	PF13371	PF13371	0.0	
PF00069	PF00069	PF00149	PF00149	0.0	
PF00069	PF00069	PF08321	PF08321	0.0	
PF00069	PF00069	PF00515	PF00515	0.0	
PF00069	PF00069	PF07719	PF07719	0.0	
PF00069	PF00069	PF13414	PF13414	0.0	
PF00069	PF00069	PF13432	PF13432	0.0	
PF00069	PF00069	PF13181	PF13181	0.0	
PF00069	PF00069	PF13371	PF13371	0.0	
PF00149	PF00149	PF07714	PF07714	0.0	
PF07714	PF07714	PF08321	PF08321	0.0	
PF00515	PF00515	PF07714	PF07714	0.0	
PF07714	PF07714	PF07719	PF07719	0.0	
PF07714	PF07714	PF13414	PF13414	0.0	
PF07714	PF07714	PF13432	PF13432	0.0	
PF07714	PF07714	PF13181	PF13181	0.0	
PF07714	PF07714	PF13371	PF13371	0.0	
PF00520	PF00520	PF00520	PF00520	0.0015871478816254	
PF00520	PF00520	PF08016	PF08016	0.0	
PF00022	PF00022	PF00071	PF00071	0.0	
PF00022	PF00022	PF08477	PF08477	0.0	
PF00022	PF00022	PF00025	PF00025	0.0	
PF04388	PF04388	PF06484	PF06484	0.0380822610598059	
PF04388	PF04388	PF15636	PF15636	0.0262243146938287	
PF04388	PF04388	PF07974	PF07974	0.0037821968879472	
PF04388	PF04388	PF05593	PF05593	0.0103310597481238	
PF01436	PF01436	PF04388	PF04388	0.0070683222801713	
PF07714	PF07714	PF16891	PF16891	0.0	
PF00069	PF00069	PF16891	PF16891	0.0	
PF07714	PF07714	PF13465	PF13465	0.0	
PF07714	PF07714	PF13894	PF13894	0.0	
PF00096	PF00096	PF07714	PF07714	0.0	
PF00651	PF00651	PF07714	PF07714	0.0	
PF07714	PF07714	PF12874	PF12874	0.0	
PF07714	PF07714	PF12171	PF12171	0.0	
PF07714	PF07714	PF13912	PF13912	0.0	
PF00069	PF00069	PF13465	PF13465	0.0	
PF00069	PF00069	PF13894	PF13894	0.0	
PF00069	PF00069	PF00096	PF00096	0.0	
PF00069	PF00069	PF00651	PF00651	0.0	
PF00069	PF00069	PF12874	PF12874	0.0	
PF00069	PF00069	PF12171	PF12171	0.0	
PF00069	PF00069	PF13912	PF13912	0.0	
PF00622	PF00622	PF07714	PF07714	0.0	
PF00041	PF00041	PF07714	PF07714	0.0	
PF00069	PF00069	PF00622	PF00622	0.0	
PF00041	PF00041	PF00069	PF00069	0.0	
PF00013	PF00013	PF01412	PF01412	0.0	
PF00013	PF00013	PF00627	PF00627	0.0	
PF00013	PF00013	PF13637	PF13637	0.0	
PF00013	PF00013	PF13857	PF13857	0.0	
PF00013	PF00013	PF12796	PF12796	0.0	
PF00013	PF00013	PF00023	PF00023	0.0	
PF00013	PF00013	PF13606	PF13606	0.0	
PF00013	PF00013	PF00412	PF00412	0.0	
PF01000	PF01000	PF15790	PF15790	0.0052983529514717	
PF01193	PF01193	PF15790	PF15790	0.0031930578816083	
PF01000	PF01000	PF07529	PF07529	0.0	
PF01193	PF01193	PF07529	PF07529	0.0	
PF00155	PF00155	PF15790	PF15790	0.0015325711448792	
PF09029	PF09029	PF15790	PF15790	0.1333641411129193	
PF00155	PF00155	PF07529	PF07529	0.0	
PF07529	PF07529	PF09029	PF09029	0.0122096970060593	
PF15790	PF15790	PF16673	PF16673	0.026496605359299	
PF02176	PF02176	PF15790	PF15790	0.007201910331457	
PF00097	PF00097	PF15790	PF15790	0.0	
PF07529	PF07529	PF16673	PF16673	0.0026319055750081	
PF02176	PF02176	PF07529	PF07529	0.0	
PF00097	PF00097	PF07529	PF07529	0.0	
PF01585	PF01585	PF15790	PF15790	0.0021624558020017	
PF15790	PF15790	PF18044	PF18044	0.0021310478431439	
PF15790	PF15790	PF18345	PF18345	0.0016611185022281	
PF01585	PF01585	PF07529	PF07529	0.0	
PF07529	PF07529	PF18044	PF18044	0.0	
PF07529	PF07529	PF18345	PF18345	0.0	
PF13868	PF13868	PF15790	PF15790	0.0245954421135572	
PF07529	PF07529	PF13868	PF13868	0.0022257361846264	
PF09764	PF09764	PF15790	PF15790	0.0903735255297844	
PF07529	PF07529	PF09764	PF09764	0.0081771164247879	
PF00439	PF00439	PF15790	PF15790	0.002501103022607	
PF00439	PF00439	PF07529	PF07529	0.0067468959866697	
PF01429	PF01429	PF12235	PF12235	0.0051567651339751	
PF01429	PF01429	PF16096	PF16096	0.0082937383379997	
PF01429	PF01429	PF18336	PF18336	0.0054321605359255	
PF01429	PF01429	PF17904	PF17904	0.0051570414060921	
PF00013	PF00013	PF01429	PF01429	0.0	
PF01429	PF01429	PF05641	PF05641	0.0039488554069716	
PF01429	PF01429	PF02826	PF02826	0.0	
PF00389	PF00389	PF01429	PF01429	0.0	
PF01429	PF01429	PF15070	PF15070	0.0048112388443746	
PF00617	PF00617	PF01429	PF01429	0.0	
PF00618	PF00618	PF01429	PF01429	0.0	
PF01429	PF01429	PF16673	PF16673	0.0036263184523124	
PF01429	PF01429	PF02176	PF02176	0.0	
PF00097	PF00097	PF01429	PF01429	0.0	
PF00735	PF00735	PF01429	PF01429	0.0	
PF01429	PF01429	PF01926	PF01926	0.0	
PF00009	PF00009	PF01429	PF01429	0.0	
PF01429	PF01429	PF04814	PF04814	0.0036262533216178	
PF00046	PF00046	PF01429	PF01429	0.0	
PF00596	PF00596	PF01429	PF01429	0.0	
PF01429	PF01429	PF07842	PF07842	0.0022091147356195	
PF01429	PF01429	PF12457	PF12457	0.0075531769635015	
PF01429	PF01429	PF01585	PF01585	0.0	
PF00004	PF00004	PF07989	PF07989	0.0	
PF07989	PF07989	PF17862	PF17862	0.0	
PF00149	PF00149	PF07690	PF07690	0.0	
PF07690	PF07690	PF16891	PF16891	0.0	
PF00149	PF00149	PF13347	PF13347	0.0	
PF13347	PF13347	PF16891	PF16891	0.0	
PF00045	PF00045	PF06316	PF06316	0.0073837375386284	
PF00045	PF00045	PF13505	PF13505	0.0072174769208524	
PF00045	PF00045	PF00267	PF00267	0.0027993830346269	
PF00045	PF00045	PF01389	PF01389	0.0082338951462105	
PF00045	PF00045	PF00691	PF00691	0.0	
PF00028	PF00028	PF01412	PF01412	0.0	
PF00028	PF00028	PF00071	PF00071	0.0	
PF00028	PF00028	PF00169	PF00169	0.0	
PF00028	PF00028	PF12796	PF12796	0.0	
PF00023	PF00023	PF00028	PF00028	0.0	
PF01412	PF01412	PF08374	PF08374	0.0044359813416171	
PF00071	PF00071	PF08374	PF08374	0.0	
PF00169	PF00169	PF08374	PF08374	0.0	
PF08374	PF08374	PF12796	PF12796	0.0	
PF00023	PF00023	PF08374	PF08374	0.0	
PF01412	PF01412	PF08266	PF08266	0.0	
PF00071	PF00071	PF08266	PF08266	0.0	
PF00169	PF00169	PF08266	PF08266	0.0	
PF08266	PF08266	PF12796	PF12796	0.0	
PF00023	PF00023	PF08266	PF08266	0.0	
PF00622	PF00622	PF01352	PF01352	0.00146459997485	
PF01352	PF01352	PF13765	PF13765	0.0033607304376094	
PF01352	PF01352	PF15227	PF15227	0.0017945988188908	
PF01352	PF01352	PF13445	PF13445	0.0	
PF00097	PF00097	PF01352	PF01352	0.0	
PF01352	PF01352	PF13923	PF13923	0.0	
PF01352	PF01352	PF13639	PF13639	0.0	
PF01352	PF01352	PF13920	PF13920	0.0	
PF01352	PF01352	PF14634	PF14634	0.0	
PF00622	PF00622	PF03133	PF03133	0.0	
PF03133	PF03133	PF13765	PF13765	0.0	
PF03133	PF03133	PF15227	PF15227	0.0	
PF03133	PF03133	PF13445	PF13445	0.0	
PF00097	PF00097	PF03133	PF03133	0.0	
PF03133	PF03133	PF13923	PF13923	0.0	
PF03133	PF03133	PF13639	PF13639	0.0	
PF03133	PF03133	PF13920	PF13920	0.0	
PF03133	PF03133	PF14634	PF14634	0.0	
PF00622	PF00622	PF05856	PF05856	0.0	
PF05856	PF05856	PF13765	PF13765	0.0041195433356144	
PF05856	PF05856	PF15227	PF15227	0.0	
PF05856	PF05856	PF13445	PF13445	0.0	
PF00097	PF00097	PF05856	PF05856	0.0	
PF05856	PF05856	PF13923	PF13923	0.0	
PF05856	PF05856	PF13639	PF13639	0.0	
PF05856	PF05856	PF13920	PF13920	0.0	
PF05856	PF05856	PF14634	PF14634	0.0	
PF03133	PF03133	PF09162	PF09162	0.0058519741885292	
PF02136	PF02136	PF03133	PF03133	0.0	
PF03133	PF03133	PF03943	PF03943	0.0053903370251897	
PF05856	PF05856	PF09162	PF09162	0.0157926240171265	
PF02136	PF02136	PF05856	PF05856	0.0032918435391239	
PF03943	PF03943	PF05856	PF05856	0.0145057228639175	
PF00622	PF00622	PF10574	PF10574	0.0085581597819866	
PF10574	PF10574	PF13765	PF13765	0.0153847830260047	
PF10574	PF10574	PF15227	PF15227	0.0059853803789461	
PF10574	PF10574	PF13445	PF13445	0.0022867277765836	
PF00097	PF00097	PF10574	PF10574	0.0015971600762624	
PF10574	PF10574	PF13923	PF13923	0.0	
PF10574	PF10574	PF13639	PF13639	0.0	
PF10574	PF10574	PF13920	PF13920	0.0	
PF10574	PF10574	PF14634	PF14634	0.002097458431867	
PF00622	PF00622	PF01217	PF01217	0.0	
PF01217	PF01217	PF13765	PF13765	0.0	
PF01217	PF01217	PF15227	PF15227	0.0	
PF01217	PF01217	PF13445	PF13445	0.0	
PF00097	PF00097	PF01217	PF01217	0.0	
PF01217	PF01217	PF13923	PF13923	0.0	
PF01217	PF01217	PF13639	PF13639	0.0	
PF01217	PF01217	PF13920	PF13920	0.0	
PF01217	PF01217	PF14634	PF14634	0.0	
PF00435	PF00435	PF13925	PF13925	0.0024082189880435	
PF00622	PF00622	PF07019	PF07019	0.0	
PF07019	PF07019	PF13765	PF13765	0.0037998761100188	
PF07019	PF07019	PF15227	PF15227	0.0016165690552228	
PF07019	PF07019	PF13445	PF13445	0.0022304070062841	
PF00097	PF00097	PF07019	PF07019	0.001826246441852	
PF07019	PF07019	PF13923	PF13923	0.0026050435325743	
PF07019	PF07019	PF13639	PF13639	0.0030129131708023	
PF07019	PF07019	PF13920	PF13920	0.0	
PF07019	PF07019	PF14634	PF14634	0.0023538607198193	
PF00622	PF00622	PF05920	PF05920	0.0	
PF05920	PF05920	PF13765	PF13765	0.0	
PF05920	PF05920	PF15227	PF15227	0.0	
PF05920	PF05920	PF13445	PF13445	0.0	
PF00097	PF00097	PF05920	PF05920	0.0	
PF05920	PF05920	PF13923	PF13923	0.0	
PF05920	PF05920	PF13639	PF13639	0.0	
PF05920	PF05920	PF13920	PF13920	0.0	
PF05920	PF05920	PF14634	PF14634	0.0	
PF07019	PF07019	PF09162	PF09162	0.0165304284895856	
PF02136	PF02136	PF07019	PF07019	0.0033467376926837	
PF03943	PF03943	PF07019	PF07019	0.0151558398762039	
PF05920	PF05920	PF09162	PF09162	0.0	
PF02136	PF02136	PF05920	PF05920	0.0	
PF03943	PF03943	PF05920	PF05920	0.0	
PF00270	PF00270	PF16329	PF16329	0.0	
PF00270	PF00270	PF05578	PF05578	0.0	
PF00270	PF00270	PF12387	PF12387	0.0	
PF00270	PF00270	PF05550	PF05550	0.0	
PF00270	PF00270	PF00998	PF00998	0.0	
PF00270	PF00270	PF11889	PF11889	0.0	
PF00270	PF00270	PF07652	PF07652	0.0	
PF00270	PF00270	PF00271	PF00271	0.0	
PF08061	PF08061	PF16329	PF16329	0.0118419983220631	
PF05578	PF05578	PF08061	PF08061	0.0118474065200386	
PF08061	PF08061	PF12387	PF12387	0.0118462519284264	
PF05550	PF05550	PF08061	PF08061	0.0228782426509399	
PF00998	PF00998	PF08061	PF08061	0.0100298619896663	
PF08061	PF08061	PF11889	PF11889	0.0138307132486286	
PF07652	PF07652	PF08061	PF08061	0.005030144837394	
PF00271	PF00271	PF08061	PF08061	0.0	
PF00271	PF00271	PF16329	PF16329	0.0	
PF00271	PF00271	PF05578	PF05578	0.0	
PF00271	PF00271	PF12387	PF12387	0.0	
PF00271	PF00271	PF05550	PF05550	0.0	
PF00271	PF00271	PF00998	PF00998	0.0	
PF00271	PF00271	PF11889	PF11889	0.0	
PF00271	PF00271	PF07652	PF07652	0.0	
PF00271	PF00271	PF00271	PF00271	0.0	
PF00076	PF00076	PF01424	PF01424	0.0	
PF01424	PF01424	PF08080	PF08080	0.0053737879754115	
PF00076	PF00076	PF13245	PF13245	0.0	
PF08080	PF08080	PF13245	PF13245	0.0	
PF00076	PF00076	PF01428	PF01428	0.0	
PF01428	PF01428	PF08080	PF08080	0.0026158278386127	
PF00076	PF00076	PF04851	PF04851	0.0	
PF04851	PF04851	PF08080	PF08080	0.0	
PF00264	PF00264	PF13086	PF13086	0.0	
PF00264	PF00264	PF13087	PF13087	0.0	
PF00264	PF00264	PF13604	PF13604	0.0	
PF00264	PF00264	PF01424	PF01424	0.0028035542345861	
PF00264	PF00264	PF13245	PF13245	0.0	
PF00264	PF00264	PF01428	PF01428	0.003287787596632	
PF00264	PF00264	PF01443	PF01443	0.0	
PF00264	PF00264	PF04851	PF04851	0.0	
PF00012	PF00012	PF01424	PF01424	0.0	
PF01424	PF01424	PF06723	PF06723	0.0	
PF00012	PF00012	PF13245	PF13245	0.00191771666673	
PF06723	PF06723	PF13245	PF13245	0.00183318885407	
PF00012	PF00012	PF01428	PF01428	0.0022205348451302	
PF01428	PF01428	PF06723	PF06723	0.002250231730734	
PF00012	PF00012	PF04851	PF04851	0.0020780062370228	
PF04851	PF04851	PF06723	PF06723	0.0021337005608167	
PF13086	PF13086	PF17856	PF17856	0.0030263615571656	
PF13087	PF13087	PF17856	PF17856	0.0028420611362173	
PF13604	PF13604	PF17856	PF17856	0.0027570627512222	
PF01424	PF01424	PF06068	PF06068	0.0	
PF01424	PF01424	PF17856	PF17856	0.0017176504843977	
PF00004	PF00004	PF01424	PF01424	0.0	
PF01424	PF01424	PF05496	PF05496	0.0	
PF01424	PF01424	PF13401	PF13401	0.0	
PF06068	PF06068	PF13245	PF13245	0.0	
PF13245	PF13245	PF17856	PF17856	0.0023090675308378	
PF00004	PF00004	PF13245	PF13245	0.0	
PF05496	PF05496	PF13245	PF13245	0.0	
PF13245	PF13245	PF13401	PF13401	0.0	
PF01428	PF01428	PF06068	PF06068	0.0	
PF01428	PF01428	PF17856	PF17856	0.0019575219934001	
PF00004	PF00004	PF01428	PF01428	0.0	
PF01428	PF01428	PF05496	PF05496	0.0	
PF01428	PF01428	PF13401	PF13401	0.0	
PF01443	PF01443	PF17856	PF17856	0.0	
PF04851	PF04851	PF06068	PF06068	0.0	
PF04851	PF04851	PF17856	PF17856	0.0022803971126605	
PF00004	PF00004	PF04851	PF04851	0.0	
PF04851	PF04851	PF05496	PF05496	0.0	
PF04851	PF04851	PF13401	PF13401	0.0	
PF00651	PF00651	PF01424	PF01424	0.0	
PF00096	PF00096	PF01424	PF01424	0.0	
PF01424	PF01424	PF13465	PF13465	0.0	
PF01424	PF01424	PF13894	PF13894	0.0	
PF01424	PF01424	PF12171	PF12171	0.0	
PF01424	PF01424	PF12874	PF12874	0.0	
PF00651	PF00651	PF13245	PF13245	0.0	
PF00096	PF00096	PF13245	PF13245	0.0	
PF13245	PF13245	PF13465	PF13465	0.0	
PF13245	PF13245	PF13894	PF13894	0.0	
PF12171	PF12171	PF13245	PF13245	0.0	
PF12874	PF12874	PF13245	PF13245	0.0	
PF00651	PF00651	PF01428	PF01428	0.0	
PF00096	PF00096	PF01428	PF01428	0.0	
PF01428	PF01428	PF13465	PF13465	0.0	
PF01428	PF01428	PF13894	PF13894	0.0	
PF01428	PF01428	PF12171	PF12171	0.0	
PF01428	PF01428	PF12874	PF12874	0.0	
PF00651	PF00651	PF04851	PF04851	0.0	
PF00096	PF00096	PF04851	PF04851	0.0	
PF04851	PF04851	PF13465	PF13465	0.0	
PF04851	PF04851	PF13894	PF13894	0.0	
PF04851	PF04851	PF12171	PF12171	0.0	
PF04851	PF04851	PF12874	PF12874	0.0	
PF01424	PF01424	PF04182	PF04182	0.0048845403604554	
PF04182	PF04182	PF13245	PF13245	0.0	
PF01428	PF01428	PF04182	PF04182	0.0056608644528261	
PF04182	PF04182	PF04851	PF04851	0.0	
PF03796	PF03796	PF13086	PF13086	0.0	
PF03796	PF03796	PF13087	PF13087	0.0	
PF03796	PF03796	PF13604	PF13604	0.0	
PF01424	PF01424	PF13191	PF13191	0.0	
PF01424	PF01424	PF03796	PF03796	0.0	
PF01424	PF01424	PF07728	PF07728	0.0	
PF13191	PF13191	PF13245	PF13245	0.0	
PF03796	PF03796	PF13245	PF13245	0.0	
PF07728	PF07728	PF13245	PF13245	0.0	
PF01428	PF01428	PF13191	PF13191	0.0	
PF01428	PF01428	PF03796	PF03796	0.0	
PF01428	PF01428	PF07728	PF07728	0.0	
PF01443	PF01443	PF03796	PF03796	0.0	
PF04851	PF04851	PF13191	PF13191	0.0	
PF03796	PF03796	PF04851	PF04851	0.0	
PF04851	PF04851	PF07728	PF07728	0.0	
PF13895	PF13895	PF13895	PF13895	0.0	
PF13895	PF13895	PF13927	PF13927	0.0	
PF00047	PF00047	PF13895	PF13895	0.0	
PF07686	PF07686	PF13895	PF13895	0.0	
PF13895	PF13895	PF16680	PF16680	0.0	
PF13927	PF13927	PF13927	PF13927	0.0	
PF00047	PF00047	PF13927	PF13927	0.0	
PF07686	PF07686	PF13927	PF13927	0.0	
PF13927	PF13927	PF16680	PF16680	0.0	
PF00047	PF00047	PF00047	PF00047	0.0	
PF00047	PF00047	PF07686	PF07686	0.0	
PF00047	PF00047	PF16680	PF16680	0.0	
PF07686	PF07686	PF16680	PF16680	0.0	
PF16680	PF16680	PF16680	PF16680	0.0019463063626484	
PF07679	PF07679	PF13895	PF13895	0.0	
PF07679	PF07679	PF13927	PF13927	0.0	
PF00047	PF00047	PF07679	PF07679	0.0	
PF07679	PF07679	PF07686	PF07686	0.0	
PF07679	PF07679	PF16680	PF16680	0.0	
PF07686	PF07686	PF07686	PF07686	0.0	
PF13895	PF13895	PF16681	PF16681	0.0	
PF13927	PF13927	PF16681	PF16681	0.0	
PF00047	PF00047	PF16681	PF16681	0.0	
PF07686	PF07686	PF16681	PF16681	0.0	
PF16680	PF16680	PF16681	PF16681	0.0015854481244458	
PF03931	PF03931	PF14559	PF14559	0.0	
PF01466	PF01466	PF14559	PF14559	0.0	
PF03931	PF03931	PF13428	PF13428	0.0	
PF01466	PF01466	PF13428	PF13428	0.0	
PF03931	PF03931	PF07719	PF07719	0.0	
PF01466	PF01466	PF07719	PF07719	0.0	
PF00515	PF00515	PF03931	PF03931	0.0	
PF00515	PF00515	PF01466	PF01466	0.0	
PF03931	PF03931	PF13432	PF13432	0.0	
PF01466	PF01466	PF13432	PF13432	0.0	
PF03931	PF03931	PF12895	PF12895	0.0	
PF01466	PF01466	PF12895	PF12895	0.0	
PF03931	PF03931	PF13181	PF13181	0.0	
PF01466	PF01466	PF13181	PF13181	0.0	
PF03931	PF03931	PF13414	PF13414	0.0	
PF01466	PF01466	PF13414	PF13414	0.0	
PF03931	PF03931	PF13424	PF13424	0.0	
PF01466	PF01466	PF13424	PF13424	0.0	
PF03931	PF03931	PF13431	PF13431	0.0	
PF01466	PF01466	PF13431	PF13431	0.0	
PF03931	PF03931	PF13174	PF13174	0.0	
PF01466	PF01466	PF13174	PF13174	0.0	
PF03931	PF03931	PF13176	PF13176	0.0	
PF01466	PF01466	PF13176	PF13176	0.0	
PF00554	PF00554	PF14559	PF14559	0.0	
PF14559	PF14559	PF16179	PF16179	0.0	
PF00554	PF00554	PF13428	PF13428	0.0	
PF13428	PF13428	PF16179	PF16179	0.0	
PF00554	PF00554	PF07719	PF07719	0.0	
PF07719	PF07719	PF16179	PF16179	0.0	
PF00515	PF00515	PF00554	PF00554	0.0	
PF00515	PF00515	PF16179	PF16179	0.0	
PF00554	PF00554	PF13432	PF13432	0.0	
PF13432	PF13432	PF16179	PF16179	0.0	
PF00554	PF00554	PF12895	PF12895	0.0	
PF12895	PF12895	PF16179	PF16179	0.0	
PF00554	PF00554	PF13181	PF13181	0.0	
PF13181	PF13181	PF16179	PF16179	0.0	
PF00554	PF00554	PF13414	PF13414	0.0	
PF13414	PF13414	PF16179	PF16179	0.0	
PF00554	PF00554	PF13424	PF13424	0.0	
PF13424	PF13424	PF16179	PF16179	0.0	
PF00554	PF00554	PF13431	PF13431	0.0	
PF13431	PF13431	PF16179	PF16179	0.0	
PF00554	PF00554	PF13174	PF13174	0.0	
PF13174	PF13174	PF16179	PF16179	0.0	
PF00554	PF00554	PF13176	PF13176	0.0	
PF13176	PF13176	PF16179	PF16179	0.0	
PF05283	PF05283	PF14559	PF14559	0.0	
PF05283	PF05283	PF13428	PF13428	0.0	
PF05283	PF05283	PF07719	PF07719	0.0	
PF00515	PF00515	PF05283	PF05283	0.0	
PF05283	PF05283	PF13432	PF13432	0.0	
PF05283	PF05283	PF12895	PF12895	0.0	
PF05283	PF05283	PF13181	PF13181	0.0	
PF05283	PF05283	PF13414	PF13414	0.0	
PF05283	PF05283	PF13424	PF13424	0.0	
PF05283	PF05283	PF13431	PF13431	0.0	
PF05283	PF05283	PF13174	PF13174	0.0	
PF05283	PF05283	PF13176	PF13176	0.0	
PF10185	PF10185	PF14559	PF14559	0.0	
PF10185	PF10185	PF13428	PF13428	0.0	
PF07719	PF07719	PF10185	PF10185	0.0	
PF00515	PF00515	PF10185	PF10185	0.0	
PF10185	PF10185	PF13432	PF13432	0.0	
PF10185	PF10185	PF12895	PF12895	0.0	
PF10185	PF10185	PF13181	PF13181	0.0	
PF10185	PF10185	PF13414	PF13414	0.0	
PF10185	PF10185	PF13424	PF13424	0.0	
PF10185	PF10185	PF13431	PF13431	0.0	
PF10185	PF10185	PF13174	PF13174	0.0	
PF10185	PF10185	PF13176	PF13176	0.0	
PF14559	PF14559	PF15627	PF15627	0.0028588333504475	
PF13428	PF13428	PF15627	PF15627	0.0021682691941882	
PF07719	PF07719	PF15627	PF15627	0.0	
PF00515	PF00515	PF15627	PF15627	0.0016625275409056	
PF13432	PF13432	PF15627	PF15627	0.0023379113838595	
PF12895	PF12895	PF15627	PF15627	0.0048234783216322	
PF13181	PF13181	PF15627	PF15627	0.0019819071902081	
PF13414	PF13414	PF15627	PF15627	0.0028084563557171	
PF13424	PF13424	PF15627	PF15627	0.0020519431034575	
PF13431	PF13431	PF15627	PF15627	0.0032095514273018	
PF13174	PF13174	PF15627	PF15627	0.0035255161835954	
PF13176	PF13176	PF15627	PF15627	0.0030753353643887	
PF00076	PF00076	PF00244	PF00244	0.0	
PF00076	PF00076	PF00076	PF00076	0.0020830655542576	
PF00011	PF00011	PF17719	PF17719	0.005337256551027	
PF00250	PF00250	PF17719	PF17719	0.0016712164072181	
PF08430	PF08430	PF17719	PF17719	0.0388126444161902	
PF09354	PF09354	PF17719	PF17719	0.0465845858780597	
PF00061	PF00061	PF07743	PF07743	0.0030966223514845	
PF00061	PF00061	PF18256	PF18256	0.0257607680671167	
PF00020	PF00020	PF00091	PF00091	0.0	
PF00091	PF00091	PF00531	PF00531	0.0024871727855494	
PF00020	PF00020	PF03953	PF03953	0.0019267993374995	
PF00531	PF00531	PF03953	PF03953	0.0030987848380581	
PF00001	PF00001	PF00020	PF00020	0.0	
PF00001	PF00001	PF00531	PF00531	0.0	
PF00020	PF00020	PF13853	PF13853	0.0	
PF00531	PF00531	PF13853	PF13853	0.0	
PF00091	PF00091	PF00554	PF00554	0.0034720776463154	
PF00091	PF00091	PF16179	PF16179	0.0034720776463154	
PF00554	PF00554	PF03953	PF03953	0.0042830453795406	
PF03953	PF03953	PF16179	PF16179	0.0042830453795405	
PF00001	PF00001	PF00554	PF00554	0.0	
PF00001	PF00001	PF16179	PF16179	0.0	
PF00554	PF00554	PF13853	PF13853	0.0	
PF13853	PF13853	PF16179	PF16179	0.0	
PF00069	PF00069	PF00091	PF00091	0.0	
PF00091	PF00091	PF07714	PF07714	0.0	
PF00091	PF00091	PF14531	PF14531	0.0	
PF00091	PF00091	PF17667	PF17667	0.0	
PF00091	PF00091	PF13639	PF13639	0.0	
PF00069	PF00069	PF03953	PF03953	0.0	
PF03953	PF03953	PF07714	PF07714	0.0	
PF03953	PF03953	PF14531	PF14531	0.0	
PF03953	PF03953	PF17667	PF17667	0.0017138799658358	
PF03953	PF03953	PF13639	PF13639	0.0	
PF00001	PF00001	PF00069	PF00069	0.0	
PF00001	PF00001	PF07714	PF07714	0.0	
PF00001	PF00001	PF14531	PF14531	0.0	
PF00001	PF00001	PF17667	PF17667	0.0	
PF00001	PF00001	PF13639	PF13639	0.0	
PF00069	PF00069	PF13853	PF13853	0.0	
PF07714	PF07714	PF13853	PF13853	0.0	
PF13853	PF13853	PF14531	PF14531	0.0	
PF13853	PF13853	PF17667	PF17667	0.0	
PF13639	PF13639	PF13853	PF13853	0.0	
PF00091	PF00091	PF00564	PF00564	0.0	
PF00564	PF00564	PF03953	PF03953	0.0	
PF00001	PF00001	PF00564	PF00564	0.0	
PF00564	PF00564	PF13853	PF13853	0.0	
PF00091	PF00091	PF13925	PF13925	0.0137885749549975	
PF03953	PF03953	PF13925	PF13925	0.0163766902670143	
PF00001	PF00001	PF13925	PF13925	0.0	
PF13853	PF13853	PF13925	PF13925	0.0	
PF00091	PF00091	PF02176	PF02176	0.0016775731757448	
PF00091	PF00091	PF18048	PF18048	0.011469854311154	
PF00091	PF00091	PF13923	PF13923	0.0	
PF00091	PF00091	PF00097	PF00097	0.0	
PF00091	PF00091	PF13920	PF13920	0.0	
PF00091	PF00091	PF13445	PF13445	0.0	
PF00091	PF00091	PF15227	PF15227	0.0	
PF02176	PF02176	PF03953	PF03953	0.0020374933614373	
PF03953	PF03953	PF18048	PF18048	0.0144455776964389	
PF03953	PF03953	PF13923	PF13923	0.0	
PF00097	PF00097	PF03953	PF03953	0.0	
PF03953	PF03953	PF13920	PF13920	0.0	
PF03953	PF03953	PF13445	PF13445	0.0	
PF03953	PF03953	PF15227	PF15227	0.0	
PF00001	PF00001	PF02176	PF02176	0.0	
PF00001	PF00001	PF18048	PF18048	0.0	
PF00001	PF00001	PF13923	PF13923	0.0	
PF00001	PF00001	PF00097	PF00097	0.0	
PF00001	PF00001	PF13920	PF13920	0.0	
PF00001	PF00001	PF13445	PF13445	0.0	
PF00001	PF00001	PF15227	PF15227	0.0	
